BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,DateApproved,Lender
AMERICAN RIVER HOME CARE,1451 RIVER PARK DR STE 244,SACRAMENTO,CA,95815,623311,Subchapter S Corporation,0,5/1/2020,"JPMorgan Chase Bank, National Association"
"AMERICAN SOCCER COMPANY, INCORPORATED",726 E. ANAHEIM ST,WILMINGTON,CA,90744,315280,Subchapter S Corporation,111,4/6/2020,City National Bank
"AMERICAN STEEL &AMP; STAIRWAYS, INC.",8525 FOREST ST,GILROY,CA,95020,332323,Subchapter S Corporation,35,5/1/2020,"JPMorgan Chase Bank, National Association"
"AMERICAN SWIM ACADEMY, INC.","6500 Dublin Blvd., Suite 101",DUBLIN,CA,94568,611620,Corporation,323,4/14/2020,Bank of the West
"AMERICAN TRAVEL SOLUTIONS, LLC",27506 AGOURA RD 100,AGOURA HILLS,CA,91301,561510,Limited  Liability Company(LLC),134,4/13/2020,Pacific Enterprise Bank
AMERICAN UNDERGROUND CONTRACTOR,7650 Byron Hot Springs Road,BYRON,CA,94514,541330,Subchapter S Corporation,84,4/15/2020,Bank of the West
"AMERICAN UNIVERSITY OF HEALTH SCIENCES,INC",1600 E. HILL ST,SIGNAL HILL,CA,90755,611310,Subchapter S Corporation,102,4/8/2020,East West Bank
AMERICAN WRECKING INC.,2459 LEE AVE,SOUTH EL MONTE,CA,91733,238910,Corporation,93,4/27/2020,Pacific Western Bank
AMERICANTOURS INTERNATIONAL LLC,6053 W. CENTURY BLVD 7th Floor,LOS ANGELES,CA,90045,561510,Limited  Liability Company(LLC),150,4/9/2020,Pacific Premier Bank
"AMERICARE HEALTH & RETIREMENT, INC.",140 LOMAS SANTA FE DR # 103,SOLANA BEACH,CA,92075,531120,Corporation,235,4/6/2020,City National Bank
AMERICAS FINEST CARPET COMPANY,730 Design Court Suite 41,CHULA VISTA,CA,91911,442210,Corporation,106,4/11/2020,First-Citizens Bank & Trust Company
"AMERIGUARD SECURITY SERVICES, INC.",5470 W Spruce Ave 102,FRESNO,CA,93722,561612,Corporation,0,4/28/2020,Fresno First Bank
AMERIT CONSULTING INCORPORATED,4000 EXECUTIVE PARKWAY SUITE 240,SAN RAMON,CA,94583,541618,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
AMG DEMOLITION & ENVIRONMENTAL SERVICES,4005 PACIFIC HIGHWAY,SAN DIEGO,CA,92110,238910,Corporation,129,4/11/2020,First-Citizens Bank & Trust Company
"AMIGO BABY, INC.",1801 SOLAR DRIVE SUITE#211,OXNARD,CA,93030,624110,Corporation,93,4/15/2020,Pacific Western Bank
AMINI INNOVATION CORPORATION,8725 REX ROAD,PICO RIVERA,CA,90660,423210,Corporation,0,5/4/2020,"Wells Fargo Bank, National Association"
"AMP PRINTING, INC.",6955 SIERRA CT,DUBLIN,CA,94568,323111,Corporation,118,4/10/2020,Comerica Bank
AMPCO CONTRACTING INC.,1420 S. ALLEC STREET,ANAHEIM,CA,92805,562910,Subchapter S Corporation,75,4/30/2020,Bank of the West
AMPEX DATA SYSTEMS CORPORATION,26460 CORPORATE AVE,HAYWARD,CA,94545,334112,Corporation,57,5/3/2020,"Bank of America, National Association"
AMPUSH LLC,Paragraph 450 Ninth Street,SAN FRANCISCO,CA,94103,518210,Limited  Liability Company(LLC),106,4/15/2020,Silicon Valley Bank
"AMS PAVING, INC.",11060 ROSE AVE,FONTANA,CA,92337,237310,Subchapter S Corporation,93,4/8/2020,American Business Bank
"AMTEX SUPPLY HOLDINGS, INC.",736 Inland Center Dr,SAN BERNARDINO,CA,92408,423220,Corporation,115,4/7/2020,CIBC Bank USA
AMTREND CORPORATION,1458 MANHATTAN AVE,FULLERTON,CA,92831,337127,Subchapter S Corporation,113,4/15/2020,"JPMorgan Chase Bank, National Association"
"AMUSEMENT INDUSTRY, INC.",520 W WILLOW ST,LONG BEACH,CA,90806,531120,Corporation,208,4/6/2020,City National Bank
AMVETS DEPARTMENT OF CALIFORNIA SERVICE FOUNDATION,12345 Euclid St,GARDEN GROVE,CA,92840,813319,Non-Profit Organization,200,4/28/2020,"Bank of America, National Association"
"AMWEST, INC",7650 LANKERSHIM BLVD,NORTH HOLLYWOOD,CA,91605,621910,Corporation,25,4/6/2020,City National Bank
"ANAHEIM HILLS JAGUAR LAND ROVER, INC.",5401 E. LaPalma Ave. 0.0,ANAHEIM,CA,92807,441110,Subchapter S Corporation,73,4/9/2020,"JPMorgan Chase Bank, National Association"
ANAHEIM STONE WORKS INC,2020 E HOWELL AVE # E,ANAHEIM,CA,92806,238340,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
"ANAHEIM URGENT CARE, INC.",1300 N LA BREA AVE,LOS ANGELES,CA,90028,621111,Subchapter S Corporation,115,4/28/2020,City National Bank
ANALOG BITS INC,945 STEWART DRIVE SUITE 250,SUNNYVALE,CA,94085,334413,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
"ANASTASI CONSTRUCTION COMPANY, INC.",511 TORRANCE BLVD SUITE 200,REDONDO BEACH,CA,90277,236115,Corporation,144,4/6/2020,City National Bank
"ANATOMAGE, INC.",303 ALMADEN BLVD STE 700,SAN JOSE,CA,95110,541511,Corporation,88,5/3/2020,"MUFG Union Bank, National Association"
"ANAWALT LUMBER CO., INC.",11060 PICO BLVD,LOS ANGELES,CA,90064,444130,Subchapter S Corporation,88,4/6/2020,City National Bank
ANCCA CORPORATION,7 Goddard Suite 200,IRVINE,CA,92618,238310,Corporation,66,4/28/2020,Partners Bank of California
"ANCHOR BREWING COMPANY, LLC",1705 MARIPOSA ST,SAN FRANCISCO,CA,94107,312120,Limited  Liability Company(LLC),86,4/29/2020,"MUFG Union Bank, National Association"
ANDALE MANAGEMENT GROUP INC,21 N SANTA CRUZ AVE,LOS GATOS,CA,95030,722513,Corporation,185,4/28/2020,"Bank of America, National Association"
ANDALOU NATURALS,1470 CADER LN,PETALUMA,CA,94954,325620,Cooperative,93,6/11/2020,"HSBC Bank USA, National Association"
ANDERSEN & SONS SHELLING INC,4530 Rowles Road,VINA,CA,96092,311999,Corporation,173,4/12/2020,Banner Bank
"ANDERSON COMMERCIAL PLUMBING, LLC",1608 YEAGER AVE,LA VERNE,CA,91750,236115,Limited  Liability Company(LLC),200,4/16/2020,"Cadence Bank, National Association"
"ANDERSON LOGGING, INC.",1296 N MAIN ST,FORT BRAGG,CA,95437,113310,Corporation,77,4/15/2020,Savings Bank of Mendocino County
"ANDERSON SYSTEMS, INC.",5958 CORTA ST,GOLETA,CA,93117,238220,Corporation,0,4/13/2020,Montecito Bank & Trust
ANDREINI & COMPANY,220 WEST 20TH AVE,SAN MATEO,CA,94403,524210,Corporation,155,4/15/2020,Technology CU
"ANDREW LAUREN SURFACES, INC.",8909 Kenamar Drive #101,SAN DIEGO,CA,92121,541410,Subchapter S Corporation,87,4/30/2020,Bank of the West
"ANDREW SMITH COMPANY, LLC.",475 EL CAMINO REAL SOUTH,SALINAS,CA,93908,115113,Limited  Liability Company(LLC),101,4/5/2020,1st Capital Bank
ANDREWS GLOBAL SECURITY INC,6133 BRISTOL PARKWAY SUITE 175,CULVER CITY,CA,90230,561612,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
ANDREWS LAGASSE BRANCH & BELL LLP,4365 EXECUTIVE DR SUITE 950,SAN DIEGO,CA,92121,541110,Limited Liability Partnership,52,4/28/2020,City National Bank
ANDREWS' SONS INC.,3800 ORANGE ST STE 220,RIVERSIDE,CA,92501,722513,Subchapter S Corporation,187,4/10/2020,"Zions Bank, A Division of"
ANEMOSTAT INC.,1220 E. WATSON CENTER RD,CARSON,CA,90745,332322,Corporation,122,4/28/2020,Citizens Business Bank
"ANESTHESIA & ANALGESIA MEDICAL GROUP,  INC",2455 BENNETT VALLEY RD,SANTA ROSA,CA,95404,621111,Corporation,70,4/12/2020,Comerica Bank
ANESTHESIA CARE ASSOCIATES MEDICAL GROUP,643 BAIR ISLAND ROAD SUITE 303,REDWOOD CITY,CA,94063,621999,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
ANESTHESIA MEDICAL GROUP OF SANTA BARBARA INC.,514 W. Pueblo Street 2nd floor,SANTA BARBARA,CA,93101,621399,Corporation,36,4/28/2020,Mechanics Bank
ANGEL PACKING LLC,28112 ESCOLLE RD,GONZALES,CA,93926,115114,Limited  Liability Company(LLC),200,4/15/2020,Mechanics Bank
"ANGELES CONTRACTOR, INC.",783 PHILLIPS,CITY OF INDUSTRY,CA,91748,236220,Corporation,95,4/7/2020,Hanmi Bank
"ANGELFOOD, LLC",560 DIVISADERO ST,SAN FRANCISCO,CA,94117,311615,Limited  Liability Company(LLC),82,4/27/2020,"Bank of America, National Association"
ANGELINAS BAKERY DELI AND CAFE,1752 Fremont Blvd,SEASIDE,CA,93955,311811,Sole Proprietorship,4,4/16/2020,Santa Cruz County Bank
"ANGELUS WATERPROOFING AND RESTORATION, INC.",17762 Metzler Ln,HUNTINGTON BEACH,CA,92649,236210,Subchapter S Corporation,81,4/29/2020,Bank of the West
ANGKOR PHARMACY,"4555 N Pershing Ave., Suite 7",STOCKTON,CA,95207,621399,Sole Proprietorship,15,4/30/2020,Bank of the West
ANGLEPOINT GROUP INC,3945 FREEDOM CIR STE 360,SANTA CLARA,CA,95054,541320,Corporation,84,4/28/2020,"HSBC Bank USA, National Association"
ANGLER SF LLC,"461 S. Milpitas Blvd, STE 1",MILPITAS,CA,95035,722511,Limited  Liability Company(LLC),0,4/12/2020,Live Oak Banking Company
"ANGLIN FLEWELLING RASMUSSEN CAMPBELL & TRYTTEN, LLP",301 N LAKE AVE Suite 1100,PASADENA,CA,91101,541110,Partnership,38,4/10/2020,East West Bank
"ANIMAL DERMATOLOGY GROUP, INC.",2081 BUSINESS CENTER DR STE 293,IRVINE,CA,92612,541940,Subchapter S Corporation,125,5/1/2020,"JPMorgan Chase Bank, National Association"
ANIMOTO INC,333 Kearny Street 6th Floor,SAN FRANCISCO,CA,94108,511210,Corporation,73,4/15/2020,Silicon Valley Bank
ANINE BING CORPORATION,719 S LOS ANGELES ST STE 1015,LOS ANGELES,CA,90014,448120,Corporation,87,4/16/2020,"Bank of America, National Association"
ANITA BORG INSTITUTE FOR WOMEN AND TECHNOLOGY,1301 Shoreway Rd Ste 425,BELMONT,CA,94002,813319,Non-Profit Organization,92,4/11/2020,"CRF Small Business Loan Company, LLC"
"ANNELIESE'S SCHOOL, INC.",758 MANZANITA DR,LAGUNA BEACH,CA,92651,611110,Corporation,103,4/28/2020,City National Bank
"ANNEX HEALTHCARE PROVIDERS, INC.","22041 Clarendon Street, Suite 200",WOODLAND HILLS,CA,91367,621610,Subchapter S Corporation,72,4/29/2020,First Bank
ANOVA EDUCATION & BEHAVIOR CONSULT INC,220 CONCOURSE BLVD,SANTA ROSA,CA,95403,611699,Non-Profit Organization,182,4/15/2020,Tri Counties Bank
ANRAK CORPORATION,5820 MAYHEW RD,SACRAMENTO,CA,95827,237310,Corporation,38,5/3/2020,"Bank of America, National Association"
"ANTELOPE VALLEY CHEVROLET, INC.",1160 W MOTOR LN,LANCASTER,CA,93534,441110,Subchapter S Corporation,,4/15/2020,Ally Bank
ANTELOPE VALLEY NISSAN INC.,451 AUTO CENTER DR,PALMDALE,CA,93551,441228,Corporation,70,4/27/2020,"Bank of America, National Association"
ANTHONY A BATARSE INC,350 ORANGE DR,VACAVILLE,CA,95687,441110,Subchapter S Corporation,114,4/13/2020,"Bank of America, National Association"
ANTHONY VINEYARDS,5512 VALPREDO AVENUE,BAKERSFIELD,CA,93311,111332,Limited  Liability Company(LLC),,5/3/2020,"Wells Fargo Bank, National Association"
"ANTIN SACHS, INC",4420 Rainer Ave,SAN DIEGO,CA,92120,621610,Corporation,192,4/5/2020,Park State Bank
ANTIS ROOFING & WATERPROOFING LLC,2649 CAMPUS DR,IRVINE,CA,92612,238160,Limited  Liability Company(LLC),95,4/15/2020,First Bank
"ANTON DEVCO, INC.",1610 R ST STE 250,SACRAMENTO,CA,95811,236116,Corporation,115,4/6/2020,Five Star Bank
ANVIL STEEL CORPORATION,134 W 168TH ST,GARDENA,CA,90248,238190,Corporation,172,5/3/2020,"MUFG Union Bank, National Association"
"ANX HOME HEALTHCARE, INC.","455 Hickey Blvd, Ste 415",DALY CITY,CA,94015,621610,Subchapter S Corporation,23,4/6/2020,Western Alliance Bank
ANYONE HOME INC.,25521 COMMERCENTRE DR #100,LAKE FOREST,CA,92630,813920,Corporation,277,4/28/2020,City National Bank
AP EXPRESS LLC,5301 RIVERGRADE RD A,IRWINDALE,CA,91706,488510,Limited  Liability Company(LLC),102,5/1/2020,"JPMorgan Chase Bank, National Association"
"AP+I DESIGN, INC.",117 EASY ST,MOUNTAIN VIEW,CA,94043,541310,Corporation,52,4/8/2020,Western Alliance Bank
APAULO INC,11404 Imperial Hwy,NORWALK,CA,90650,441110,Subchapter S Corporation,99,4/28/2020,Toyota Financial Savings Bank
"APELINC LANDSCAPE SERVICES, INC",5000 Birch Street Suite 9300,NEWPORT BEACH,CA,92660,561730,Corporation,,4/9/2020,Tustin Community Bank
"APERIA TECHNOLOGIES, INC.",1616 Rollins Rd.,BURLINGAME,CA,94010,333249,Corporation,68,4/15/2020,Silicon Valley Bank
"APEX CONTRACTING & RESTORATION, INC.",5183 MERCURY PT,SAN DIEGO,CA,92111,236118,Subchapter S Corporation,107,4/14/2020,First Savings Bank
APEX ENERGETICS INCORPORATED,16592 Hale Ave,IRVINE,CA,92606,446191,Corporation,139,4/14/2020,Farmers & Merchants Bank of Long Beach
"APEX MECHANICAL SYSTEMS, INC.",7440 Trade Street Suite A,SAN DIEGO,CA,92121,238220,Corporation,80,4/8/2020,Western Alliance Bank
"APIZZA, LLC",14500 Roscoe Blvd #203,PANORAMA CITY,CA,91402,722513,Limited  Liability Company(LLC),218,4/28/2020,First Bank of the Lake
APOLLO ELECTRIC,330 BASSE LN,BREA,CA,92821,238210,Corporation,115,4/28/2020,Pacific Western Bank
APPLE VALLEY COMMUNICATIONS INC.,21845 US Hwy 18,APPLE VALLEY,CA,92307,423690,Corporation,82,5/3/2020,"Bank of America, National Association"
"APPLEPIE CAPITAL, INC.",235 Pine Street FL 13,SAN FRANCISCO,CA,94104,522310,Corporation,44,4/27/2020,Meridian Bank
"APPLIED CERAMICS, INC.",48630 MILMONT DRIVE,FREMONT,CA,94538,334413,Corporation,90,4/30/2020,Bank of the West
"APPLIED EARTHWORKS, INC.",1391 W SHAW AVE ste C,FRESNO,CA,93711,541620,Employee Stock Ownership Plan(ESOP),,4/13/2020,First American Bank
APPLIED INVENTION LLC,820 S MARIPOSA ST,BURBANK,CA,91506,541512,Limited  Liability Company(LLC),52,4/8/2020,City National Bank
APPLIED MEMBRANES INC.,2450 Business Park Drive,VISTA,CA,92081,423850,Subchapter S Corporation,130,4/9/2020,Pacific Mercantile Bank
"APPLIED MINDS, LLC",2937 N. ONTARIO ST,BURBANK,CA,91504,541990,Limited  Liability Company(LLC),78,4/8/2020,City National Bank
"APPLIED PHYSICS SYSTEMS, INC.",425 Clyde Ave,MOUNTAIN VIEW,CA,94043,335999,Subchapter S Corporation,69,4/29/2020,Bank of the West
APPLIED STEMCELL INC,521 Cottonwood Dr Ste 111,MILPITAS,CA,95035,621999,Corporation,57,4/16/2020,"Bank of America, National Association"
APPLIED THINFILM PRODUCTS,3620 Yale Way,FREMONT,CA,94538,334419,Subchapter S Corporation,140,4/9/2020,Fremont Bank
APPRENTICE & JOURNEYMEN TRAINING TRUST FUND OF THE SOUTHERN CALIFORNIA PLUMBING,7850 HASKELL AVE,VAN NUYS,CA,91406,813930,Non-Profit Organization,63,4/15/2020,United Business Bank
"APPROVED TRANSPORTATION & WAREHOUSING, LTD.","9089 CLAIREMONT MESA BLVD, Suite 301",SAN DIEGO,CA,92123,484230,Corporation,114,4/5/2020,City National Bank
APREVA CORPORATION,1565 HOTEL CIRCLE SOUTH SUITE 320,SAN DIEGO,CA,92108,621410,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
APSI CONSTRUCTION MANAGEMENT,8885 RESEARCH DR,IRVINE,CA,92618,236220,Corporation,61,4/4/2020,"Newtek Small Business Finance, Inc."
"APT ELECTRONICS, INC.",241 N CRESCENT WAY,ANAHEIM,CA,92801,334412,Corporation,104,4/15/2020,"Bank of America, National Association"
APTB LLC,1115 B STREET,PETALUMA,CA,94952,623110,Limited  Liability Company(LLC),0,5/1/2020,"Wells Fargo Bank, National Association"
AQUA-FLO SUPPLY,30 S LA PATERA LN STE 10,GOLETA,CA,93117,423820,Corporation,79,5/3/2020,"Bank of America, National Association"
"AQUAMOR, LLC",42118 RIO NEDO,TEMECULA,CA,92590,339999,Limited  Liability Company(LLC),0,4/10/2020,First Choice Bank
AQUINAS CORPORATION,3580 Payne Ave,SAN JOSE,CA,95117,623110,Subchapter S Corporation,0,5/1/2020,Comerica Bank
"ARAGON CONSTRUCTION, INC.",5440 ARROW HWY,MONTCLAIR,CA,91763,325510,Subchapter S Corporation,55,4/12/2020,Pacific Premier Bank
"ARARAT HOME OF LOS ANGELES, INC.",15105 MISSION HILLS RD,MISSION HILLS,CA,91345,623312,Non-Profit Organization,420,4/29/2020,"MUFG Union Bank, National Association"
ARBITECH LLC,64 FAIRBANKS,IRVINE,CA,92618,541512,Limited  Liability Company(LLC),70,4/6/2020,City National Bank
"ARBORICULTURAL SPECIALTIES, INC.",2828 8TH ST,BERKELEY,CA,94710,561730,Corporation,110,4/15/2020,Bank of Marin
ARC IMPERIAL VALLEY,800 N IMPERIAL AVE,EL CENTRO,CA,92243,722511,Non-Profit Organization,420,4/15/2020,Mechanics Bank
ARC TRANSPORT INC,1801 SANTA AVE S,COMPTON,CA,90221,484122,Corporation,443,6/8/2020,"U.S. Bank, National Association"
"ARCADIA BIOSCIENCES, INC.",202 Cousteau Place Suite 105,DAVIS,CA,95618,541714,Corporation,75,4/11/2020,MidFirst Bank
ARCADIA CARE CENTER LLC,6442 COLDWATER CANYON AVE Suite 100,NORTH HOLLYWOOD,CA,91606,623110,Limited  Liability Company(LLC),216,4/7/2020,Commercial Bank of California
ARCHBISHOP RIORDAN HIGH SCHOOL,175 Frida Kahlo Way,SAN FRANCISCO,CA,94112,611110,Non-Profit Organization,110,4/15/2020,Bank of San Francisco
"ARCHITECTURAL COATINGS, INC.",1565 E. EDINGER AVE,SANTA ANA,CA,92705,238320,Corporation,0,4/15/2020,"Citibank, N.A."
"ARCHITECTURAL DESIGN & SIGNS, INC",1160 Rail Road Street,CORONA,CA,92882,339950,Corporation,120,4/9/2020,Citizens Business Bank
ARCHITECTURAL RESOURCES GROUP INC,9 PIER THE EMBARCADERO STE 107,SAN FRANCISCO,CA,94111,541310,Subchapter S Corporation,50,4/27/2020,Tri Counties Bank
ARCOS MANAGEMENT INC,"770 SYCAMORE AVENUE, STE 122-443",VISTA,CA,92083,722513,Subchapter S Corporation,329,4/14/2020,"Zions Bank, A Division of"
"ARDENBROOK, INC.",4725 THORNTON AVE,FREMONT,CA,94536,531120,Corporation,109,4/8/2020,River City Bank
"ARDMORE HOME DESIGN, INC.",768 TURNBULL CANYON RD,HACIENDA HEIGHTS,CA,91745,423210,Corporation,135,4/8/2020,American Business Bank
"ARENA PAINTING CONTRACTORS, INC.",525 E ALONDRA BLVD,GARDENA,CA,90248,238320,Subchapter S Corporation,83,4/15/2020,American Business Bank
ARENA STAFFING,2910 INLAND EMPIRE BLVD 102,ONTARIO,CA,91764,561320,Corporation,250,4/14/2020,Pacific Enterprise Bank
ARES HOLDING CORPORATION,1440 CHAPIN AVE,BURLINGAME,CA,94010,541330,Corporation,437,4/15/2020,"MUFG Union Bank, National Association"
ARGENT MANAGEMENT LLC,2392 MORSE AVE,IRVINE,CA,92614,531390,Limited  Liability Company(LLC),64,4/30/2020,Pacific Enterprise Bank
ARGONAUT CALIFORNIA VENTURES INC,1980 E. 20TH ST,CHICO,CA,95928,722513,Corporation,249,4/5/2020,City National Bank
"ARGONAUT MANUFACTURING SERVICES, INC.",2841 LOKER AVE E,CARLSBAD,CA,92010,325413,Corporation,,4/27/2020,Pacific Western Bank
ARIA GROUP INC,17395 DAIMLER ST,IRVINE,CA,92614,336111,Corporation,73,4/13/2020,Pacific Premier Bank
ARK.COM,1455 VISTA RD,EL CERRITO,CA,94530,812990,Limited  Liability Company(LLC),81,4/10/2020,First Home Bank
ARKTURA LLC,18225 S FIGUEROA ST,GARDENA,CA,90248,337125,Limited  Liability Company(LLC),108,5/1/2020,"JPMorgan Chase Bank, National Association"
ARMADA TRUCKING GROUP INC.,1517 E GRAND AVE,POMONA,CA,91766,484121,Corporation,137,4/27/2020,"VelocitySBA, LLC"
ARMSTRONG TECHNOLOGY,1121 ELKO DRIVE,SUNNYVALE,CA,94089,332710,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
ARNDT ELECTRONICS,1355 Shoreway Road,BELMONT,CA,94002,423690,Corporation,57,4/12/2020,"MUFG Union Bank, National Association"
ARNOLD MAGNETICS CORPORATION,841 AVENIDA ACASO,CAMARILLO,CA,93012,334419,Corporation,78,4/30/2020,Umpqua Bank
ARNTZ BUILDERS INC,431 Payran St,PETALUMA,CA,94952,236220,Subchapter S Corporation,60,4/14/2020,Westamerica Bank
ARRAY NETWORKS INC,1371 MCCARTHY BLVD,MILPITAS,CA,95035,334111,Corporation,38,4/15/2020,Silicon Valley Bank
"ARRCUS, INC.",2077 GATEWAY PL STE 400,SAN JOSE,CA,95110,511210,Corporation,70,4/29/2020,"Bank of America, National Association"
"ARRIAGA USA, INC.",120000 SHERMAN WAY,NORTH HOLLYWOOD,CA,91605,238340,Corporation,130,4/15/2020,"Citibank, N.A."
"ARROW PIPELINE REPAIR, INC.",2540 Pioneer Ave,VISTA,CA,92081,238220,Corporation,63,4/14/2020,Seacoast Commerce Bank
ARROW SIGN CO.,1051 46TH AVE,OAKLAND,CA,94601,238990,Corporation,56,4/10/2020,California Bank of Commerce
"ARSONAL DESIGN, LLC",3524 Hayden Ave,CULVER CITY,CA,90232,512110,Limited  Liability Company(LLC),50,4/15/2020,City National Bank
ART BRAND STUDIOS LLC,18715 Madrone Parkway,MORGAN HILL,CA,95037,442299,Limited  Liability Company(LLC),100,4/12/2020,Pacific Mercantile Bank
ARTEC CONTRACTING &AMP; ENGINEERING INC,10111 SULLY DR,SUN VALLEY,CA,91352,238990,Corporation,7,5/3/2020,"Bank of America, National Association"
"ARTERIS, INC.",595 MILLICH DR SUITE 200,CAMPBELL,CA,95008,334413,Corporation,92,4/14/2020,Western Alliance Bank
"ARTESIA CHRISTIAN HOME, INC.",11614 183RD ST,ARTESIA,CA,90701,623312,Non-Profit Organization,177,4/28/2020,Citizens Business Bank
"ARTHURMADE PLASTICS, INC.",2131 GARFIELD AVE,COMMERCE,CA,90040,326199,Corporation,220,4/15/2020,"Bank of America, National Association"
ARTICHOKE CREATIVE,6965 El Camino Real #105-4100,CARLSBAD,CA,92009,221114,Sole Proprietorship,106,4/9/2020,"Zions Bank, A Division of"
ARTISAN BAKERS,21684 8TH ST #400,SONOMA,CA,95476,445291,Corporation,194,4/10/2020,Exchange Bank
ARTISAN BREWERS LLC,"1933 DAVIS ST., STE 177",SAN LEANDRO,CA,94577,312120,Limited  Liability Company(LLC),266,4/9/2020,Fremont Bank
ARTISTIC ENTERTAINMENT SERVICES LLC,120 N. ASPAN AVE,AZUSA,CA,91702,711310,Limited  Liability Company(LLC),143,4/28/2020,Citizens Business Bank
"ARTISTIC MAINTENANCE, INC.",15510 ROCKFIELD BLVD C200,IRVINE,CA,92618,561790,Corporation,266,4/5/2020,Umpqua Bank
ASA COMPUTERS,48761 KATO RD,FREMONT,CA,94538,541512,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
ASACRETE INC,7117 VALJEAN AVE,VAN NUYS,CA,91406,236210,Corporation,250,5/2/2020,"Bank of America, National Association"
ASAP HR LLC,7200 ATLANTIC AVE  C,CUDHAY,CA,90201,561311,Limited  Liability Company(LLC),0,5/6/2020,"Wells Fargo Bank, National Association"
"ASBURY STEEL, INC.",9102 BIRCH ST,SPRING VALLEY,CA,91977,238120,Subchapter S Corporation,74,4/10/2020,Western Alliance Bank
ASC PROTECTION INC/ADVANCED SECURITY CONCEPTS INC,16117 Covello street,VAN NUYS,CA,91406,561612,Subchapter S Corporation,180,4/30/2020,Bank of the West
ASCEND REHAB SERVICES,29516 Kohoutek Way,UNION CITY,CA,94587,621340,Subchapter S Corporation,100,4/30/2020,Celtic Bank Corporation
"ASCENT ENVIRONMENTAL, INC.",455 CAPITOL MALL,SACRAMENTO,CA,95814,541620,Corporation,80,4/14/2020,"MUFG Union Bank, National Association"
ASCOT HOTEL L.P.,3210 WOODBINE ST,LOS ANGELES,CA,90064,721110,Limited Liability Partnership,95,4/5/2020,City National Bank
ASEPTIC TECHNOLOGY LLC,24855 Corbit Pl,YORBA LINDA,CA,92887,327213,Limited  Liability Company(LLC),117,5/3/2020,"Bank of America, National Association"
ASFP LLC,2707 PINE STREET,SAN FRANCISCO,CA,94115,623110,Limited  Liability Company(LLC),0,5/5/2020,"Wells Fargo Bank, National Association"
ASHBURY SKIES,10 ALMADEN BLVD STE 1100,SAN JOSE,CA,95113,541110,Corporation,92,4/10/2020,Comerica Bank
ASHLEY & VANCE ENGINEERING INC,1413 Monterey St,SAN LUIS OBISPO,CA,93401,541330,Subchapter S Corporation,77,4/14/2020,American Riviera Bank
"ASHRIA, LLC",9700 VILLAGE CENTER DR,GRANITE BAY,CA,95746,722513,Corporation,294,4/11/2020,First Northern Bank of Dixon
