zip,businessname,address,city,state,naicscode,businesstype,jobsretained,dateapproved,lender
92617,ENEVATE CORPORATION,"101 Theory, Suite 200",IRVINE,CA,541715.0,Corporation,0.0,5/21/2020,Comerica Bank
95616,ENGAGE3 INC,707   4TH ST,DAVIS,CA,334513.0,Corporation,74.0,4/14/2020,Five Star Bank
91362,"ENGEN VENTURES, INC.",31192 LA BAYA DR Suite B,WESTLAKE VILLAGE,CA,722513.0,Corporation,33.0,4/5/2020,City National Bank
90045,ENGINEER AI CORP,6300 Arizona Circle 0.0,LOS ANGELES,CA,541511.0,Corporation,38.0,4/13/2020,"JPMorgan Chase Bank, National Association"
92131,"ENGINEERING PARTNERS INC, THE",10150 MEANLEY DR STE 200,SAN DIEGO,CA,541330.0,Corporation,89.0,5/3/2020,"Bank of America, National Association"
95926,"ENLOE SPECIALTY PHYSICIANS, INC","1458 ESPLANADE, Suite 4",CHICO,CA,621111.0,Corporation,40.0,4/15/2020,Golden Valley Bank
94538,ENOVIX CORPORATION,3501 W. Warren Avenue,FREMONT,CA,541715.0,Corporation,0.0,4/12/2020,Silicon Valley Bank
90040,"ENRIQUEZ MATERIALS & QUILTING, INC",6501 FLOTILLA ST,COMMERCE,CA,451130.0,Corporation,103.0,4/15/2020,"Citibank, N.A."
94111,"ENTELO, INC.",755 SANSOME ST SUITE 100,SAN FRANCISCO,CA,511210.0,Corporation,36.0,4/15/2020,City National Bank
91301,"ENTERPRISE CONSTRUCTION, INC.",28436 Roadside Dr Ste 1,AGOURA HILLS,CA,236220.0,Corporation,68.0,4/28/2020,"Bank of America, National Association"
95670,ENTERPRISE NETWORKING SOLUTIONS INC.,2860 GOLD TAILINGS CT,RANCHO CORDOVA,CA,334111.0,Corporation,48.0,4/27/2020,Five Star Bank
92807,"ENTERPRISE SECURITY, INC.",1060 North Tustin Ave,ANAHEIM,CA,531110.0,Corporation,67.0,4/10/2020,BBVA USA
93065,"ENTERTAINMENT EARTH, INC.",61 Moreland Road,SIMI VALLEY,CA,454110.0,Corporation,100.0,4/9/2020,Umpqua Bank
90024,ENTERTAINMENT INDUSTRY FOUNDATION,10880 WILSHIRE BLVD STE 1400,LOS ANGELES,CA,813212.0,Corporation,63.0,4/8/2020,City National Bank
92614,"ENTREPRENEUR MEDIA, INC.",18061 Fitch Ave,IRVINE,CA,511120.0,Subchapter S Corporation,64.0,4/14/2020,Mechanics Bank
92056,"ENVIREMEDIAL SERVICES, INC.",3186 VISTA WAY SUITE 200,OCEANSIDE,CA,333318.0,Employee Stock Ownership Plan(ESOP),68.0,4/13/2020,Glacier Bank
95971,ENVIRONMENTAL ALTERNATIVES,455 W MAIN ST,QUINCY,CA,624110.0,Non-Profit Organization,240.0,6/8/2020,Tri Counties Bank
92592,"ENVIRONMENTAL CONCEPTS LANDSCAPE MANAGEMENT, INC.",38275 GLEN OAKS ROAD,TEMECULA,CA,561730.0,Corporation,245.0,4/15/2020,Pacific Western Bank
90755,"ENVIRONMENTAL CONSTRUCTION GROUP, INC.",3271 E 19TH ST,SIGNAL HILL,CA,238910.0,Subchapter S Corporation,5.0,5/1/2020,"JPMorgan Chase Bank, National Association"
91367,"ENVIRONMENTAL CONSTRUCTION, INC",21550 OXNARD ST STE 1060,WOODLAND HLS,CA,237110.0,Corporation,84.0,4/27/2020,Pacific Premier Bank
94545,"ENVIRONMENTAL REMEDIES, INC.",1999 ALPINE WAY,HAYWARD,CA,561210.0,Corporation,66.0,5/1/2020,"JPMorgan Chase Bank, National Association"
92025,"ENVISION ESCONDIDO AUTO, LLC",1101 WEST NITH STREET,ESCONDIDO,CA,441110.0,Limited  Liability Company(LLC),93.0,4/27/2020,"U.S. Bank, National Association"
91791,ENVISION WC TOY AUTO LLC,1800 E Garvey Avenue South,WEST COVINA,CA,441110.0,Limited  Liability Company(LLC),68.0,4/27/2020,Toyota Financial Savings Bank
92408,ENVISIONING FUTURE INC,295 N Waterman Ave,SAN BERNARDINO,CA,445120.0,Corporation,79.0,4/15/2020,"Harvest Small Business Finance, LLC"
94544,EOS IT MANAGEMENT SOLUTIONS INC,30996 SANTANA STREET,HAYWARD,CA,541511.0,Corporation,166.0,4/28/2020,Silicon Valley Bank
94544,EOS RESOURCING INC,30996 Santana St,HAYWARD,CA,541519.0,Corporation,160.0,4/28/2020,Silicon Valley Bank
90815,EPCM-RMS INC.,2017 Palo Verde Ave Suite 204,LONG BEACH,CA,541990.0,Corporation,35.0,5/15/2020,Cross River Bank
92708,"EPE INDUSTRIES USA, INC",17835 Newhope St. Suite G,FOUNTAIN VALLEY,CA,488991.0,Corporation,137.0,4/27/2020,"MUFG Union Bank, National Association"
90017,EPG KBR OPCO LLC,"818 W  7TH ST., SUITE 410",LOS ANGELES,CA,721110.0,Limited  Liability Company(LLC),45.0,4/5/2020,East West Bank
92618,EPHESOFT INC.,8707 RESEARCH DR,IRVINE,CA,541511.0,Corporation,0.0,4/9/2020,"Community Banks of Colorado, A Division of"
92121,EPIC SCIENCES INC,"9381 Judicial Drive, Suite 200",SAN DIEGO,CA,541714.0,Corporation,90.0,4/14/2020,Silicon Valley Bank
91752,"EPIC SHEET METAL, INC.",12523 LIMONITE AVE UNIT 440-397,EASTVALE,CA,332322.0,Corporation,200.0,4/7/2020,City National Bank
92131,"EPSTEN, A PROFESSIONAL CORPORATION",10200 WILLOW CREEK RD,SAN DIEGO,CA,541110.0,Subchapter S Corporation,45.0,4/8/2020,Western Alliance Bank
94901,"EQIS HOLDING, INC.",1000 4TH ST 650,SAN RAFAEL,CA,812990.0,Corporation,65.0,4/14/2020,First Home Bank
94901,"EQUATOR COFFEES, LLC",115 JORDAN ST,SAN RAFAEL,CA,311920.0,Limited  Liability Company(LLC),124.0,4/15/2020,SRI FCU
94063,"EQUILAR, INC.",1100 Marshall Street 0.0,REDWOOD CITY,CA,519190.0,Corporation,100.0,4/9/2020,"JPMorgan Chase Bank, National Association"
90069,"EQUITY HOTEL SUPPLY CO., INC.",8400 W Sunset Blvd Suite 3A,WEST HOLLYWOOD,CA,541618.0,Corporation,150.0,4/28/2020,"Harvest Small Business Finance, LLC"
92704,"ERBE CONSTRUCTION CO, A CALIFORNIA CORPO",3000 CRODDY WAY,SANTA ANA,CA,236220.0,Corporation,0.0,4/11/2020,Sunwest Bank
94608,ERG AEROSPACE CORPORATION,964 Stanford Ave,OAKLAND,CA,331313.0,Corporation,88.0,4/15/2020,"Bank of America, National Association"
93117,"ERGOMOTION, INC.",6790 Navigator Way 0.0,GOLETA,CA,423210.0,Corporation,77.0,4/15/2020,"JPMorgan Chase Bank, National Association"
93030,ERGONOM CORPORATION,361 Bernoulli Cir,OXNARD,CA,337127.0,Corporation,246.0,5/3/2020,"Bank of America, National Association"
92617,ERI ECONOMIC RESEARCH INSTITUTE,111 ACADEMY WAY 270,IRVINE,CA,541910.0,Corporation,,5/3/2020,"Wells Fargo Bank, National Association"
94577,"ERIC F. ANDERSON, INC.",1066 BEECHER STREET,SAN LEANDRO,CA,236220.0,Corporation,61.0,4/16/2020,Mechanics Bank
94598,ERICKSEN ARBUTHNOT KILDUFF DAY & LINDSTROM INC,570 LENNON LN,WALNUT CREEK,CA,541110.0,Corporation,98.0,4/15/2020,City National Bank
94002,ERNEST F FERRARI ELECTRICAL CONTRACTOR,"550 Marine View, Suite B",BELMONT,CA,238210.0,Corporation,51.0,4/27/2020,Idaho First Bank
95407,"ERNEST ONGARO & SONS, INC.",2995 DUTTON AVE,SANTA ROSA,CA,238220.0,Corporation,73.0,4/28/2020,Bank of Marin
90212,"ERVIN COHEN & JESSUP, LLP",9401 WILSHIRE BLVD 9TH FL,BEVERLY HILLS,CA,541110.0,Limited Liability Partnership,90.0,4/8/2020,City National Bank
92626,ESCALETTE LLC,1261 LOGAN AVE,COSTA MESA,CA,332913.0,Limited  Liability Company(LLC),125.0,4/14/2020,Citizens Business Bank
94609,ESCUELA BILINGUE INTERNACIONAL,410 Alcatraz Ave,OAKLAND,CA,611710.0,Non-Profit Organization,86.0,5/1/2020,"JPMorgan Chase Bank, National Association"
95127,ESCUELA POPULAR DEL PUEBLO,149 North White Road,SAN JOSE,CA,611110.0,Non-Profit Organization,126.0,4/29/2020,WebBank
94111,"ESHERICK HOMSEY DODGE AND DAVIS, ARCHITECTS, A PROFESSIONAL CORPORATION","1 Pier, Ste. 2",SAN FRANCISCO,CA,813410.0,Subchapter S Corporation,60.0,4/29/2020,Bank of the West
92880,"ESL POWER SYSTEMS, INC.",2800 PALISADES DR,CORONA,CA,335999.0,Corporation,113.0,4/9/2020,American Business Bank
92883,"ESOP-RICE SERVICES, INC.",9225 STELLAR CT Ste. A,CORONA,CA,541611.0,Corporation,79.0,4/8/2020,American Business Bank
94040,ESPERANTO TECHNOLOGIES INC.,800 W El Camino Rd Suite 410,MOUNTAIN VIEW,CA,334413.0,Corporation,58.0,4/15/2020,Silicon Valley Bank
93105,"ESPERER HOLDINGS, INC",3820 State Street Suite B,SANTA BARBARA,CA,541219.0,Corporation,64.0,4/14/2020,"Zions Bank, A Division of"
90505,ESPLANADE BUILDERS INC,23820 HAWTHORNE BLVD,TORRANCE,CA,236220.0,Corporation,68.0,4/9/2020,Infinity Bank
92121,"ESUB, INC.",4875 East Gate Mall No 250,SAN DIEGO,CA,541511.0,Corporation,57.0,4/27/2020,Midwest Regional Bank
92121,"ETC BUILDING & DESIGN, INC",6805 Nancy Ridge Drive,SAN DIEGO,CA,541990.0,Subchapter S Corporation,90.0,4/30/2020,Bank of the West
93279,"ETCHEGARAY FARMS, LLC",P.O. Box 964,VISALIA,CA,111336.0,Limited  Liability Company(LLC),90.0,4/27/2020,Bank of the West
90211,"ETCO HOMES, INC.",8447 WILSHIRE BLVD STE 400,BEVERLY HILLS,CA,236117.0,Corporation,75.0,4/13/2020,Western Alliance Bank
91801,ETHOS MANAGEMENT INC.,560 W. MAIN ST #803,ALHAMBRA,CA,541618.0,Corporation,74.0,4/8/2020,Mega Bank
94523,ETIC,2285 Morello Ave,PLEASANT HILL,CA,541620.0,Subchapter S Corporation,100.0,4/15/2020,"JPMorgan Chase Bank, National Association"
94560,"ETM ELECTROMATIC, INC.",35451 DUMBARTON CT,NEWARK,CA,334220.0,Corporation,108.0,4/15/2020,Comerica Bank
94574,ETS LABORATORIES,899 Adams St Ste A,SAINT HELENA,CA,541380.0,Corporation,82.0,4/12/2020,First Republic Bank
92660,EUREKA REALTY PARTNERS INC,4100 MACARTHUR BLVD SUITE 100,NEWPORT BEACH,CA,531390.0,Corporation,0.0,5/8/2020,"Wells Fargo Bank, National Association"
92887,EUROLINE  STEEL WINDOWS,22600 SAVI RANCH PKWY,YORBA LINDA,CA,332321.0,Corporation,119.0,4/6/2020,Citizens Business Bank
94611,EUROMOTORS OAKLAND INC,2915 BROADWAY,OAKLAND,CA,441110.0,Subchapter S Corporation,111.0,4/15/2020,"Bank of America, National Association"
95677,EUROMOTORS ROCKLIN INC,4448 Granite Dr,ROCKLIN,CA,441110.0,Corporation,74.0,4/12/2020,"Bank of America, National Association"
95112,"EUROPEAN PAVING DESIGNS, INC.",1474 Berger Drive,SAN JOSE,CA,453998.0,Sole Proprietorship,76.0,4/14/2020,"Readycap Lending, LLC"
90025,"EVALFIRST, LLC","11620 Wilshire Blvd, Suite 340",LOS ANGELES,CA,561110.0,Limited  Liability Company(LLC),89.0,4/14/2020,TCF National Bank
91350,"EVANS &#X26; SON, INC.",25812 SPRINGBROOK AVE,SANTA CLARITA,CA,,Corporation,74.0,5/3/2020,"MUFG Union Bank, National Association"
92841,"EVANS MANUFACTURING, INC.",7422 CHAPMAN AVE,GARDEN GROVE,CA,339999.0,Subchapter S Corporation,127.0,4/8/2020,City National Bank
92037,"EVENTS.COM, INC.",7825 FAY AVE,LA JOLLA,CA,561920.0,Corporation,62.0,4/12/2020,"Bank of Southern California, National Association"
95051,"EVERACTIVE, INC.",2986 Oakmead Village Ct,SANTA CLARA,CA,334513.0,Corporation,66.0,4/13/2020,Silicon Valley Bank
93065,"EVEREST REALTY GROUP CALIFORNIA, LTD.",3200 East Los Angeles Avenue,SIMI VALLEY,CA,531210.0,Limited  Liability Company(LLC),28.0,4/13/2020,KeyBank National Association
94621,"EVERETT GRAPHICS, INC.",7300 EDGEWATER DR,OAKLAND,CA,322212.0,Corporation,91.0,4/10/2020,California Bank of Commerce
92130,"EVERGREEN DISTRIBUTORS, INC.",13650 Carmel Valley Road,SAN DIEGO,CA,444220.0,Corporation,168.0,4/15/2020,"American AgCredit, ACA"
90703,"EVERGREEN HOSPICE CARE, INC.",17215 Studebaker Road #100,CERRITOS,CA,623110.0,Corporation,122.0,4/29/2020,Banner Bank
90813,"EVERSOFT, INC.",707 W 16th,LONG BEACH,CA,423720.0,Corporation,84.0,4/30/2020,"JPMorgan Chase Bank, National Association"
90755,"EVERSON SPICE COMPANY, INC.",2667 Gundry Avenue,SIGNAL HILL,CA,311942.0,Corporation,0.0,4/8/2020,First Choice Bank
94404,EVERSTRING TECHNOLOGY LIMITED,1850 GATEWAY DR STE 400,SAN MATEO,CA,511210.0,Corporation,49.0,4/14/2020,Western Alliance Bank
94538,EVOLUTION SURGICAL INC,46531 Fremont Blvd,FREMONT,CA,622110.0,Subchapter S Corporation,0.0,4/27/2020,Endeavor Bank
93012,"EVOLVING RESOURCES, INC.",5284 Adolfo Road Suite 150,CAMARILLO,CA,541330.0,Subchapter S Corporation,72.0,4/12/2020,Citizens Business Bank
92121,"EVOTEK, INC.",6150 LUSK BLVD STE B204,SAN DIEGO,CA,541512.0,Subchapter S Corporation,15.0,5/1/2020,"JPMorgan Chase Bank, National Association"
95014,EWING FOLEY INC.,10061 BUBB RD,CUPERTINO,CA,425120.0,Corporation,,4/13/2020,Heritage Bank of Commerce
95358,EXACT CORP,5143 Blue Gum Ave,MODESTO,CA,333111.0,Subchapter S Corporation,107.0,4/8/2020,Bank of Stockton
92843,"EXBON DEVELOPMENT, INC.",13831 Newhope St.,GARDEN GROVE,CA,236220.0,Corporation,83.0,4/28/2020,Hanmi Bank
95678,EXCALIBUR PIZZA LLC,1830 VERNON ST SUITE 1,ROSEVILLE,CA,722513.0,Limited  Liability Company(LLC),411.0,4/7/2020,California Bank of Commerce
92833,"EXCEL CONSTRUCTION SERVICES, INC.",1950 Raymer Ave,FULLERTON,CA,236220.0,Subchapter S Corporation,110.0,4/28/2020,"Zions Bank, A Division of"
93535,"EXCEL CONTRACTORS, INC.","348 East Avenue K8, Ste B",LANCASTER,CA,238310.0,Corporation,89.0,4/6/2020,Mission Bank
95131,EXCEL MSO LLC,2304 Zanker Road,SAN JOSE,CA,541611.0,Limited  Liability Company(LLC),86.0,4/27/2020,"Harvest Small Business Finance, LLC"
90723,"EXCELL HOME CARE, INC.",14023 Paramount Blvd,PARAMOUNT,CA,621610.0,Subchapter S Corporation,212.0,5/1/2020,"JPMorgan Chase Bank, National Association"
90025,EXCELLENT EDUCATION DEVELOPMENT,11858 LA GRANGE AVE,LOS ANGELES,CA,611710.0,Non-Profit Organization,0.0,4/4/2020,California CU
93230,EXCELSIOR FARMING LLC,15650 Excelsior Ave,HANFORD,CA,111339.0,Limited  Liability Company(LLC),259.0,4/27/2020,Emigrant Bank
93727,"EXCELSIOR METALS, INC., A CALIFORNIA CORPORATION",2681 N BUSINESS PARK AVE,FRESNO,CA,332999.0,Subchapter S Corporation,119.0,4/9/2020,Central Valley Community Bank
93726,"EXCEPTIONAL PARENTS UNLIMITED, INC.",4440 N First St,FRESNO,CA,624190.0,Non-Profit Organization,125.0,5/20/2020,Citizens Business Bank
91106,"EXCHANGERIGHT REAL ESTATE, LLC",1055 E Colorado Blvd Ste 310,PASADENA,CA,531110.0,Limited  Liability Company(LLC),72.0,4/4/2020,Farmers State Bank
94010,EXECUSHIELD INC,1633 Bayshore Highway Suite 321,BURLINGAME,CA,561612.0,Subchapter S Corporation,135.0,4/30/2020,Bank of the West
92088,EXECUTIVE LANDSCAPE INC.,PO BOX 1075,FALLBROOK,CA,561730.0,Corporation,140.0,4/27/2020,First-Citizens Bank & Trust Company
90245,EXER MEDICAL CORPORATION,390 N PACIFIC COAST HWY STE 3000,EL SEGUNDO,CA,622110.0,Subchapter S Corporation,170.0,4/10/2020,City National Bank
93221,EXETER-IVANHOE CITRUS ASSOCIATION,901 ROCKY HILL DR,EXETER,CA,424480.0,Corporation,307.0,4/13/2020,CoBank ACB
95112,EXPERT DRYWALL SYSTEMS INC,1141 Old Bayshore Hwy Suite 30,SAN JOSE,CA,423310.0,Corporation,58.0,4/30/2020,Bank of the West
93036,EXPERT STAFFING WEST,2291 PATTERSON RD,OXNARD,CA,541618.0,Corporation,233.0,5/26/2020,"Bank of America, National Association"
94105,EXPONENT PARTNERS,"One Market Street, Spear Tower, 36th Floor",SAN FRANCISCO,CA,541511.0,Corporation,52.0,4/11/2020,First Republic Bank
95742,"EXPRESS SEWER AND DRAIN, INC.",3300 FITZGERALD RD,RANCHO CORDOVA,CA,238220.0,Corporation,85.0,4/7/2020,Tri Counties Bank
92683,EXTENDED CARE HOSPITAL OF WESTMINSTER,206 Hospital Cir,WESTMINSTER,CA,623110.0,Partnership,161.0,4/14/2020,Farmers & Merchants Bank of Long Beach
90063,EXTERA PUBLIC SCHOOLS,3626 E 5TH ST,LOS ANGELES,CA,611110.0,Non-Profit Childcare Center,117.0,4/16/2020,Sunwest Bank
94104,"EXTOLE, INC.",350 Sansome Street,SAN FRANCISCO,CA,541990.0,Corporation,57.0,4/30/2020,Cross River Bank
93720,"EYE MEDICAL CLINIC OF FRESNO, INC",1360 E HERNDON AVE STE 301 0,FRESNO,CA,621320.0,Subchapter S Corporation,101.0,4/27/2020,"Citibank, N.A."
92705,"EYECARE SPECIALISTS MEDICAL GROUP, INC. DBA ATLANTIS EYECARE",1595 E 17TH ST,SANTA ANA,CA,621111.0,Corporation,45.0,5/1/2020,"JPMorgan Chase Bank, National Association"
94560,EYEQUE CORPORATION,39608 Eureka Drive,NEWARK,CA,621999.0,Corporation,25.0,4/12/2020,Stearns Bank National Association
93638,EZEQUIEL TAFOYA ALVARADO ACADEMY,26247 ELLIS STREET,MADERA,CA,611110.0,Non-Profit Organization,0.0,5/8/2020,"Wells Fargo Bank, National Association"
92009,EZOIC INC.,6023 Innovation Way STE 200,CARLSBAD,CA,511210.0,Corporation,104.0,4/28/2020,Cross River Bank
95240,F & H CONSTRUCTION,1115 Lockeford St,LODI,CA,236220.0,Corporation,,4/8/2020,Farmers & Merchants Bank of Central California
93722,F AND F CONTRACTING INC,4145 W. Alamos Ave,FRESNO,CA,115115.0,Subchapter S Corporation,212.0,4/27/2020,"Harvest Small Business Finance, LLC"
90601,F M G INC DBA HADLEY TOW,11819 HADLEY ST,WHITTIER,CA,488410.0,Corporation,150.0,4/28/2020,"Zions Bank, A Division of"
95757,F RADICH MOTORS INC,8550 Laguna Grove Dr,ELK GROVE,CA,441110.0,Corporation,156.0,4/30/2020,"Bank of America, National Association"
90248,F. ROBERTS CONSTRUCTION,19300 S HAMILTON AVE STE 100,GARDENA,CA,236220.0,Corporation,125.0,5/3/2020,"Bank of America, National Association"
92509,F. S. COMMERCIAL LANDSCAPE INC.,5151 PEDLEY ROAD,RIVERSIDE,CA,561730.0,Corporation,138.0,4/28/2020,Citizens Business Bank
91766,F.D.S. MANUFACTURING COMPANY,2200 S. RESERVOIR ST,POMONA,CA,326121.0,Corporation,0.0,4/15/2020,First Choice Bank
90222,"F.R.T. INTERNATIONAL, INC.",1700 N. ALAMEDA ST,COMPTON,CA,493110.0,Corporation,99.0,4/15/2020,Bank of Hope
91401,FAB4 LLC,6110 VAN NUYS BLVD,VAN NUYS,CA,441120.0,Limited  Liability Company(LLC),45.0,4/15/2020,Bank of Hope
92705,"FABCON, INC.",1800 E SAINT ANDREW PL,SANTA ANA,CA,332322.0,Corporation,145.0,4/12/2020,Pacific Premier Bank
92806,FACILITY BUILDERS & ERECTORS INC,3940 E Miraloma Ave,ANAHEIM,CA,236220.0,Corporation,,4/14/2020,Farmers & Merchants Bank of Long Beach
95112,FACILITY MASTERS INC.,1604 Kerley Dr,SAN JOSE,CA,561720.0,Subchapter S Corporation,0.0,4/29/2020,Comerica Bank
92410,"FAIRVIEW FORD SALES, INC.",292 N G St,SAN BERNARDINO,CA,441110.0,Subchapter S Corporation,99.0,5/3/2020,"Newtek Small Business Finance, Inc."
92870,"FAIRWAY FORD SALES, INC.",1350 E YORBA LINDA BLVD,PLACENTIA,CA,441110.0,Corporation,98.0,4/15/2020,"Newtek Small Business Finance, Inc."
93458,"FAITH FARMING, LLC",1615 W Main St,SANTA MARIA,CA,115115.0,Limited  Liability Company(LLC),142.0,4/27/2020,Community Bank of Santa Maria
94596,"FALCON CRITICAL CARE TRANSPORT, LLC",1600 S. Main Street Suite 215,WALNUT CREEK,CA,621910.0,Limited  Liability Company(LLC),0.0,4/11/2020,Live Oak Banking Company
92660,"FALCON RIDGE HOLDINGS, LLC",2260 University Dr. 0.0,NEWPORT BEACH,CA,523999.0,Limited  Liability Company(LLC),47.0,4/11/2020,"JPMorgan Chase Bank, National Association"
94117,FAMILY & CHILD EMPOWERMENT SERVICES SAN FRANCISCO,1101 MASONIC AVE,SAN FRANCISCO,CA,624110.0,Non-Profit Organization,80.0,4/9/2020,City National Bank
90042,FAMILY CARE SPECIALISTS MEDICAL CORPORATION,5823 York Blvd,LOS ANGELES,CA,621111.0,Corporation,125.0,5/1/2020,Community Commerce Bank
95203,FAMILY RESOURCES & REFERRAL CENTER OF SAN JOAQUIN,509 W. Weber Ave Ste 101,STOCKTON,CA,624410.0,Non-Profit Organization,142.0,4/9/2020,Bank of Stockton
93711,"FAMOUS SOFTWARE, LLC",8080 N PALM AVE STE 210,FRESNO,CA,541519.0,Limited  Liability Company(LLC),72.0,4/13/2020,Central Valley Community Bank
91342,FANTASY COOKIE CORPORATION,12800 ARROYO ST,SYLMAR,CA,311821.0,Corporation,168.0,4/29/2020,Comerica Bank
90058,"FANTASY DYEING & FINISHING, INC.",5383 ALCOA AVE,VERNON,CA,315190.0,Corporation,128.0,4/15/2020,Comerica Bank
94545,"FANTE, INC.",2898 West Winton Avenue,HAYWARD,CA,311919.0,Corporation,0.0,5/3/2020,Celtic Bank Corporation
95618,"FAR WESTERN ANTHROPOLOGICAL RESEARCH GROUP, INC.",2727 DEL RIO PL STE A,DAVIS,CA,541990.0,Corporation,86.0,4/5/2020,First Northern Bank of Dixon
93561,FARM WORKERS INSTITITE OF EDUCATION LEADERSHIP AND DEVELOPMENT 'FIELD',122 E Tehachapi Blvd Ste C,TEHACHAPI,CA,813211.0,Non-Profit Organization,160.0,4/11/2020,Beneficial State Bank
92411,"FARMDALE CREAMERY, INC.",1049 W. BASE LINE ST,SAN BERNARDINO,CA,311513.0,Subchapter S Corporation,103.0,4/5/2020,City National Bank
95932,FARMERS FRESH MUSHROOMS CALIFORNIA INC,2880 NIAGARA AVE,COLUSA,CA,424480.0,Corporation,0.0,5/16/2020,"Wells Fargo Bank, National Association"
94107,FARMGIRL FLOWERS INC,901 16th Street,SAN FRANCISCO,CA,453110.0,Subchapter S Corporation,134.0,4/27/2020,"Harvest Small Business Finance, LLC"
92805,FARWEST INSULATION CONTRACTING,1220 South Sherman Street,ANAHEIM,CA,238990.0,Subchapter S Corporation,262.0,4/16/2020,"Zions Bank, A Division of"
92121,FASHION FURNITURE RENTAL,10075 MESA RIM RD,SAN DIEGO,CA,532289.0,Corporation,95.0,4/3/2020,"Bank of Southern California, National Association"
92109,"FASTAUTO, LLC",2180 Garnet Ave,SAN DIEGO,CA,811111.0,Limited  Liability Company(LLC),258.0,4/27/2020,Unify Financial FCU
90212,FAT BRANDS INC.,9720 WILSHIRE BLVD STE 500,BEVERLY HILLS,CA,533110.0,Limited  Liability Company(LLC),204.0,4/15/2020,Mechanics Bank
95833,FAT CITY INC,2500 Natomas Park Drive,SACRAMENTO,CA,722511.0,Corporation,239.0,4/7/2020,River City Bank
91352,FATHERS OF ST. CHARLES,10631 Vinedale St.,SUN VALLEY,CA,813110.0,Non-Profit Organization,145.0,4/29/2020,Mission Valley Bank
90028,FAZE CLAN INC,1800 N Highland Ave 6th Floor,HOLLYWOOD,CA,711410.0,Corporation,70.0,4/27/2020,"Harvest Small Business Finance, LLC"
91367,FAZIO INC,21333 Oxnard Street,WOODLAND HILLS,CA,812320.0,Corporation,0.0,4/27/2020,Idaho First Bank
91502,"FBE, LLC",135 W MAGNOLIA BLVD Suite 301,BURBANK,CA,519130.0,Limited  Liability Company(LLC),91.0,4/6/2020,City National Bank
92501,"FBF ONTARIO, LLC",3452 University Avenue,RIVERSIDE,CA,722511.0,Limited  Liability Company(LLC),200.0,4/15/2020,"Zions Bank, A Division of"
92602,FCS INTERNATIONAL INC,250 COMMERCE Suite 250,IRVINE,CA,541620.0,Corporation,,4/28/2020,Pacific Western Bank
92626,FD OPCO LLC,3191 RED HILL AVE STE 100,COSTA MESA,CA,722511.0,Limited  Liability Company(LLC),250.0,4/3/2020,Commercial Bank of California
92808,"FDC MANAGEMENT, INC",135 Chaparral Ct Ste 100,ANAHEIM HILLS,CA,541990.0,Subchapter S Corporation,160.0,4/8/2020,Mechanics Bank
91367,FEEDONOMICS LLC,21001 Warner Center Lane,WOODLAND HILLS,CA,541511.0,Limited  Liability Company(LLC),116.0,4/15/2020,"U.S. Bank, National Association"
94607,FEENEY WIRE ROPE & RIGGING,2603 Union Street,OAKLAND,CA,332618.0,Corporation,53.0,4/6/2020,Washington County Bank
93309,FEGHALI FOODS INC,7613 Packsaddle Ct.,BAKERSFIELD,CA,722513.0,Corporation,250.0,4/4/2020,Glacier Bank
90007,"FELIX CHEVROLET, LP",3330 S FIGUEROA ST,LOS ANGELES,CA,441110.0,Partnership,105.0,4/7/2020,City National Bank
95350,"FELLOWSHIP HOMES, INC.",1745 ELDENA WAY,MODESTO,CA,623110.0,Non-Profit Organization,159.0,4/7/2020,Oak Valley Community Bank
92606,FICCADENTI WAGGONER AND CASTLE STRUCTURA,16969 VON KARMAN AVE STE 240,IRVINE,CA,,Corporation,71.0,5/3/2020,"Bank of America, National Association"
94608,FIDELITY ROOF COMPANY,1075 40TH ST,EMERYVILLE,CA,238160.0,Corporation,72.0,4/9/2020,California Bank of Commerce
92203,"FIESTA FORD, INC.",78990 VARNER RD,INDIO,CA,441110.0,Corporation,142.0,4/6/2020,Pacific Premier Bank
90028,"FILML.A., INC.",6255 W Sunset Blvd,HOLLYWOOD,CA,813211.0,Non-Profit Organization,0.0,4/15/2020,First Republic Bank
91016,"FINANCIAL TECHNOLOGY SOLUTION, INC.",406 EAST HUNTINGTON DR STE 100,MONROVIA,CA,541511.0,Corporation,122.0,5/13/2020,"BSD Capital, LLC dba Lendistry"
